1;arms_factory;2948.00;11.88;1370.00;1.80;0
1;arms_factory;2948.00;11.88;1370.00;3.00;0
1;arms_factory;2943.00;10.73;1369.00;0.84;0
1;arms_factory;2947.00;10.88;1361.00;2.40;0
1;arms_factory;2948.00;11.60;1361.00;5.07;0
1;arms_factory;2948.00;12.95;1364.00;1.45;0
1;industrial_complex;2948.00;12.95;1364.00;4.47;0
1;industrial_complex;2950.00;10.60;1356.00;0.85;0
1;industrial_complex;2952.00;10.78;1370.00;3.51;0
1;industrial_complex;2952.00;10.78;1370.00;1.35;0
1;industrial_complex;2947.00;13.63;1368.00;1.46;0
1;industrial_complex;2948.00;12.95;1369.00;5.58;0
1;air_base;2950.00;12.15;1362.00;1.96;0
1;naval_base;2945.00;9.50;1355.00;-0.79;5579
1;naval_base;2955.00;9.60;1367.00;0.98;5579
1;naval_base;2945.00;9.88;1372.00;-2.60;5555
1;bunker;2947.00;9.90;1357.00;0.41;0
1;bunker;2953.00;10.28;1370.00;3.07;0
1;bunker;2946.00;10.73;1371.00;6.09;0
1;coastal_bunker;2941.00;9.50;1360.00;-0.79;0
1;coastal_bunker;2942.00;9.50;1363.00;-1.19;0
1;coastal_bunker;2951.00;9.63;1373.00;-3.00;0
1;dockyard;2941.00;9.50;1360.00;-0.79;0
1;anti_air_building;2949.00;13.13;1365.00;5.74;0
1;anti_air_building;2951.00;10.73;1357.00;3.58;0
1;anti_air_building;2952.00;10.78;1370.00;5.14;0
1;synthetic_refinery;2948.00;10.10;1372.00;1.52;0
1;radar_station;2948.00;12.95;1369.00;4.19;0
1;rocket_site;2948.00;12.95;1369.00;2.03;0
1;nuclear_reactor;2951.00;11.63;1365.00;5.05;0
2;arms_factory;3017.00;12.43;1361.00;0.84;0
2;arms_factory;2989.00;9.68;1368.00;2.40;0
2;arms_factory;3017.00;11.98;1358.00;5.07;0
2;arms_factory;3010.00;11.28;1360.00;1.45;0
2;arms_factory;2994.00;11.40;1373.00;4.47;0
2;arms_factory;3006.00;10.23;1358.00;0.85;0
2;industrial_complex;3019.00;10.57;1352.00;3.51;0
2;industrial_complex;3011.00;9.93;1352.00;1.35;0
2;industrial_complex;3012.00;12.00;1365.00;1.46;0
2;industrial_complex;2993.00;9.75;1366.00;5.58;0
2;industrial_complex;3002.00;10.53;1372.00;1.96;0
2;industrial_complex;2999.00;9.57;1357.00;6.08;0
2;air_base;2998.00;10.28;1366.00;6.18;0
2;naval_base;3001.00;9.50;1354.00;-0.46;5656
2;naval_base;3011.30;9.50;1348.19;0.12;1452
2;naval_base;3020.00;9.50;1347.00;0.17;1452
2;naval_base;2995.00;9.50;1360.00;-0.93;5656
2;naval_base;2986.00;9.50;1367.00;-0.90;5579
2;bunker;3011.00;9.93;1352.00;5.13;0
2;bunker;3019.00;12.32;1361.00;1.52;0
2;bunker;3005.00;10.18;1361.00;4.54;0
2;bunker;2997.00;10.45;1369.00;5.74;0
2;bunker;2999.00;10.38;1371.00;3.58;0
2;bunker;2999.00;10.28;1369.00;5.14;0
2;bunker;3018.00;10.38;1351.00;1.52;0
2;coastal_bunker;2986.00;9.50;1368.00;-0.90;0
2;coastal_bunker;2998.00;9.50;1357.00;-0.93;0
2;coastal_bunker;3022.00;9.50;1346.00;0.17;0
2;coastal_bunker;3003.00;9.50;1353.00;-0.46;0
2;coastal_bunker;3009.00;9.50;1349.00;-0.90;0
2;dockyard;3007.00;9.50;1350.00;-0.90;0
2;anti_air_building;3009.00;12.18;1368.00;2.04;0
2;anti_air_building;3003.00;9.93;1361.00;4.70;0
2;anti_air_building;3016.00;11.00;1355.00;2.54;0
2;synthetic_refinery;3009.00;10.30;1355.00;3.74;0
2;radar_station;3021.00;10.50;1352.00;0.48;0
2;rocket_site;2995.00;10.28;1369.00;3.14;0
2;nuclear_reactor;3006.00;9.70;1354.00;5.81;0
4;arms_factory;3053.00;11.05;1486.00;4.47;0
4;arms_factory;3045.00;14.23;1465.00;0.85;0
4;arms_factory;3060.00;10.75;1487.00;3.51;0
4;arms_factory;3048.00;14.00;1473.00;1.35;0
4;arms_factory;3054.00;10.32;1455.00;1.46;0
4;arms_factory;3039.00;13.28;1452.00;5.58;0
4;industrial_complex;3062.00;9.95;1490.00;1.96;0
4;industrial_complex;3052.00;10.43;1488.00;6.08;0
4;industrial_complex;3058.00;11.55;1476.00;6.18;0
4;industrial_complex;3056.00;12.85;1482.00;4.02;0
4;industrial_complex;3042.00;13.93;1456.00;0.41;0
4;industrial_complex;3046.00;13.55;1471.00;3.07;0
4;air_base;3064.73;10.30;1478.15;1.41;0
4;bunker;3059.00;11.68;1479.00;2.47;0
4;bunker;3053.00;13.00;1482.00;5.13;0
4;bunker;3048.00;12.05;1464.00;1.52;0
4;bunker;3049.00;11.57;1453.00;4.54;0
4;bunker;3043.00;13.30;1454.00;5.74;0
4;bunker;3069.00;9.78;1481.00;3.58;0
4;bunker;3071.00;9.70;1477.00;5.14;0
4;bunker;3046.00;14.57;1467.00;1.52;0
4;bunker;3051.00;11.00;1486.00;4.19;0
4;bunker;3066.00;9.73;1488.00;2.03;0
4;bunker;3058.00;10.25;1459.00;5.05;0
4;bunker;3043.00;14.10;1465.00;6.25;0
4;bunker;3058.00;10.65;1467.00;4.09;0
4;anti_air_building;3057.00;12.15;1484.00;0.47;0
4;anti_air_building;3061.00;10.80;1475.00;2.04;0
4;anti_air_building;3053.00;13.00;1482.00;4.70;0
4;synthetic_refinery;3058.00;10.30;1463.00;2.54;0
4;radar_station;3043.00;13.25;1471.00;3.74;0
4;rocket_site;3044.00;12.95;1453.00;0.48;0
4;nuclear_reactor;3057.00;10.05;1491.00;3.14;0
6;arms_factory;2883.00;9.73;1544.00;1.46;0
6;arms_factory;2870.00;9.65;1541.00;5.58;0
6;arms_factory;2873.00;9.70;1540.00;1.96;0
6;arms_factory;2857.00;9.70;1542.00;6.08;0
6;arms_factory;2866.00;9.70;1542.00;6.18;0
6;arms_factory;2858.00;9.70;1542.00;4.02;0
6;industrial_complex;2858.00;9.70;1542.00;0.41;0
6;industrial_complex;2880.00;9.70;1541.00;3.07;0
6;industrial_complex;2875.00;9.60;1544.00;6.09;0
6;industrial_complex;2876.00;9.60;1544.00;2.47;0
6;industrial_complex;2857.00;9.68;1540.00;5.13;0
6;industrial_complex;2857.00;9.68;1540.00;1.52;0
6;air_base;2860.00;10.05;1539.00;4.54;0
6;naval_base;2859.00;9.50;1545.00;-3.93;8621
6;naval_base;2873.00;9.55;1544.00;-2.55;8621
6;naval_base;2854.00;9.50;1543.00;-2.16;8621
6;bunker;2872.00;9.65;1541.00;1.52;0
6;bunker;2862.00;9.70;1542.00;4.19;0
6;bunker;2883.00;9.70;1539.00;2.03;0
6;bunker;2857.00;9.70;1543.00;5.05;0
6;bunker;2881.00;9.70;1542.00;6.25;0
6;coastal_bunker;2871.00;9.50;1544.00;-2.55;0
6;coastal_bunker;2858.00;9.57;1544.00;-3.93;0
6;coastal_bunker;2855.00;9.50;1544.00;-2.16;0
6;dockyard;2857.55;9.50;1544.67;-2.83;0
6;anti_air_building;2859.00;9.80;1540.00;2.54;0
6;anti_air_building;2859.00;9.80;1540.00;3.74;0
6;anti_air_building;2862.00;10.18;1539.00;0.48;0
6;synthetic_refinery;2882.00;9.73;1537.00;3.14;0
6;radar_station;2882.00;9.78;1536.00;5.81;0
6;rocket_site;2877.00;9.60;1545.00;2.54;0
6;nuclear_reactor;2873.00;9.65;1541.00;5.21;0
9;industrial_complex;3052.71;11.10;1522.72;4.54;0
9;industrial_complex;3032.64;10.50;1524.76;5.74;0
9;industrial_complex;3029.25;11.50;1518.37;3.58;0
9;industrial_complex;3030.00;11.90;1515.00;5.14;0
9;industrial_complex;3038.86;11.50;1527.84;1.52;0
9;industrial_complex;3037.82;11.20;1524.50;4.19;0
9;air_base;3046.00;12.05;1518.00;2.03;0
9;bunker;3049.00;12.70;1510.00;5.05;0
9;bunker;3054.00;10.88;1527.00;4.09;0
9;bunker;3041.00;10.70;1527.00;0.47;0
9;bunker;3049.00;12.57;1515.00;2.04;0
9;bunker;3046.00;11.13;1530.00;4.70;0
9;bunker;3037.00;12.38;1508.00;2.54;0
9;bunker;3023.00;12.40;1511.00;3.74;0
9;bunker;3042.00;10.53;1523.00;0.48;0
9;bunker;3060.00;11.70;1522.00;3.14;0
9;bunker;3034.00;11.50;1517.00;5.81;0
9;anti_air_building;3045.00;12.35;1516.00;5.21;0
9;anti_air_building;3030.00;10.53;1527.00;1.59;0
9;anti_air_building;3032.00;12.18;1512.00;4.25;0
9;synthetic_refinery;3052.00;11.10;1525.00;0.99;0
9;radar_station;3041.00;10.70;1527.00;3.66;0
9;nuclear_reactor;3043.00;11.65;1519.00;2.70;0
14;arms_factory;2762.00;10.45;1480.00;4.19;0
14;arms_factory;2773.00;9.82;1481.00;2.03;0
14;arms_factory;2756.00;9.93;1489.00;5.05;0
14;arms_factory;2772.00;9.80;1484.00;6.25;0
14;arms_factory;2760.00;10.50;1481.00;4.09;0
14;arms_factory;2744.00;9.70;1479.00;0.47;0
14;industrial_complex;2757.00;9.80;1490.00;2.04;0
14;industrial_complex;2773.00;9.78;1485.00;4.70;0
14;industrial_complex;2756.00;9.70;1492.00;2.54;0
14;industrial_complex;2743.00;9.68;1481.00;3.74;0
14;industrial_complex;2758.00;10.50;1484.00;0.48;0
14;industrial_complex;2750.00;9.85;1481.00;3.14;0
14;air_base;2776.00;9.70;1473.00;5.81;0
14;naval_base;2738.36;9.50;1475.18;-0.83;4885
14;naval_base;2766.00;9.50;1469.00;-0.69;8546
14;naval_base;2748.00;9.53;1491.00;-2.91;2381
14;naval_base;2779.85;9.70;1488.58;-3.14;2871
14;naval_base;2739.00;9.50;1484.00;-0.98;4885
14;naval_base;2767.00;9.50;1489.00;-3.14;2871
14;naval_base;2754.88;9.50;1471.18;-0.62;8546
14;bunker;2771.00;9.68;1472.00;2.70;0
14;bunker;2775.00;9.70;1472.00;5.72;0
14;bunker;2759.00;10.45;1480.00;0.64;0
14;bunker;2754.00;10.30;1484.00;4.76;0
14;bunker;2773.00;9.73;1486.00;2.61;0
14;bunker;2763.00;10.35;1483.00;2.71;0
14;bunker;2759.00;9.82;1489.00;0.55;0
14;bunker;2753.00;9.70;1475.00;3.21;0
14;bunker;2740.00;9.68;1479.00;4.77;0
14;bunker;2744.00;9.65;1485.00;1.16;0
14;coastal_bunker;2734.64;9.50;1482.26;-0.98;0
14;coastal_bunker;2757.97;9.50;1469.76;-0.32;0
14;coastal_bunker;2777.00;9.50;1489.00;-3.14;0
14;coastal_bunker;2766.00;9.50;1469.00;-0.69;0
14;coastal_bunker;2742.00;9.50;1475.00;-1.33;0
14;coastal_bunker;2758.00;9.57;1493.00;-4.04;0
14;coastal_bunker;2763.00;9.73;1487.00;-3.14;0
14;dockyard;2736.52;9.70;1485.88;-0.26;0
14;anti_air_building;2769.00;10.40;1479.00;0.71;0
14;anti_air_building;2755.00;10.50;1482.00;4.83;0
14;anti_air_building;2766.00;10.00;1482.00;0.11;0
14;synthetic_refinery;2752.00;9.70;1476.00;2.78;0
14;radar_station;2759.76;10.60;1480.57;5.44;0
14;rocket_site;2756.00;10.60;1483.00;2.17;0
14;nuclear_reactor;2768.00;10.03;1483.00;3.38;0
15;arms_factory;2827.39;10.20;1502.28;5.05;0
15;arms_factory;2820.70;9.90;1500.87;6.25;0
15;arms_factory;2781.80;9.70;1506.48;4.09;0
15;arms_factory;2815.19;9.60;1506.71;0.47;0
15;arms_factory;2791.85;10.20;1500.40;2.04;0
15;arms_factory;2803.10;10.10;1499.62;4.70;0
15;industrial_complex;2818.13;10.00;1497.63;2.54;0
15;industrial_complex;2821.06;9.70;1512.78;3.74;0
15;industrial_complex;2811.23;9.70;1510.69;0.48;0
15;industrial_complex;2783.91;9.70;1508.36;3.14;0
15;industrial_complex;2788.00;11.00;1497.00;5.81;0
15;industrial_complex;2811.47;10.40;1494.37;2.54;0
15;air_base;2825.25;9.80;1506.35;0.93;0
15;naval_base;2779.48;9.50;1510.84;-3.17;2847
15;naval_base;2792.00;9.55;1504.00;-3.39;2847
15;naval_base;2801.00;9.70;1502.00;-3.39;2847
15;naval_base;2782.08;9.50;1493.72;-1.46;2871
15;naval_base;2822.93;9.50;1515.65;-2.76;12389
15;naval_base;2809.02;9.50;1506.62;-1.47;2847
